MATRICULA;Admissão;Cargo;DESC. SITUACAO;DIAS DE FÉRIAS;Sindicato;DATA DEMISSÃO;COMUNICADO DE DESLIGAMENTO;DIAS_UTEIS;VALOR TOTAL VR
31846;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
31847;;ANALISTA DE NEGOCIOS I;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
31848;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
31852;;EXECUTIVO DE CONTAS I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
31868;;ANALISTA DE ADMINISTRACAO DE PESSOAS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
31872;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
31880;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-27;OK;0;0.0
31889;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-05;OK;0;0.0
31890;;ANALISTA DE SUPORTE I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
31905;;CONSULTOR FUNCIONAL SAP III;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
31927;;ANALISTA DE NEGOCIOS I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
31938;;DESENVOLVEDOR III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
31949;;DESENVOLVEDOR I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
31956;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
31959;;ASSISTENTE DE PMO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
31963;;ANALISTA DE EDUCACAO CORPORATIVA I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
31964;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
31968;;DESENVOLVEDOR III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
31976;;ENGENHEIRO DE DADOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
31979;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32001;;CONSULTOR ESPECIALISTA FUNCIONAL SAP;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32007;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32008;;DESENVOLVEDOR III;Férias;30.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32014;;ANALISTA DE SEGURANCA DA INFORMACAO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32016;;AGILE MASTER;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
32020;;DESIGNER UX/UI II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32027;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32030;;ANALISTA CONTABIL-FISCAL III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32031;;TECH RECRUITER I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32032;;DESENVOLVEDOR III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32033;;ANALISTA ADMINISTRATIVO II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32050;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32055;;ANALISTA DE EXCELENCIA OPERACIONAL III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32056;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
32059;;GERENTE DE PROJETOS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32060;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32062;;ESPECIALISTA DE PRE-VENDAS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32065;;COORDENADOR DE OPERACOES II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32066;;ANALISTA DE CORPORATE VENTURE II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32067;;ANALISTA DEVSECOPS III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32068;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32073;;ANALISTA DE COMUNICACAO E MARKETING II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32080;;ASSISTENTE DE CUSTOMER SUCCESS;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32089;;EXECUTIVO DE CONTAS I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32099;;ANALISTA DE SUPORTE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32104;;ANALISTA CONTABIL-FISCAL II;Férias;10.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32118;;ENGENHEIRO DE DADOS III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32119;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32125;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32130;;ANALISTA DE ADMINISTRACAO DE PESSOAS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32133;;ANALISTA PRODUTOS I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32142;;GERENTE DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32146;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32172;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32176;;ANALISTA DE NEGOCIOS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32205;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32209;;ARQUITETO DE SOLUCOES III;Férias;30.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32213;;ANALISTA DE ADMINISTRACAO DE PESSOAS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32216;;ASSISTENTE DE BPO III;Férias;30.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32217;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32225;;AGILE MASTER;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32229;;AGILE COACH II;Férias;30.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32240;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32244;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32255;;COORDENADOR DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32260;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32261;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32264;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32265;;DESENVOLVEDOR III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32266;;TECH RECRUITER II;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
32267;;DESENVOLVEDOR III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32269;;CONSULTOR FUNCIONAL SAP I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32271;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32272;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32273;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
32275;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32277;;ASSISTENTE DE BPO II;Atestado;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32278;;ASSISTENTE DE BPO II;Férias;20.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32284;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32290;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32292;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32293;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32309;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32314;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32331;;DESIGNER UX/UI III;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
32336;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32337;;ASSISTENTE DE ADMINISTRACAO DE PESSOAS;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32343;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32344;;ASSISTENTE DE BPO I;Férias;15.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32351;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32356;;ANALISTA DE QUALIDADE DE SOFTWARE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32369;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32380;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32383;;ASSISTENTE DE BPO II;Férias;30.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32385;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32388;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32389;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32407;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32420;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32423;;ANALISTA DE DADOS III;Férias;10.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32434;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32441;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32449;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
32455;;LIDER DE SAP;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32456;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32462;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32472;;DESENVOLVEDOR I;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
32473;;LIDER DE BPO;Férias;15.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32479;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32480;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32482;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32488;;GERENTE DE PROJETOS II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32497;;ANALISTA ADMINISTRATIVO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32508;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32528;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32532;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32533;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-02;OK;0;0.0
32535;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32536;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32538;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32539;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32549;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32552;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32562;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32563;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
32577;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32585;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32589;;DESENVOLVEDOR II;Férias;30.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32592;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32594;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32614;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
32622;;ANALISTA DE QUALIDADE DE SOFTWARE II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32625;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32636;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-02;OK;0;0.0
32639;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32640;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32655;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
32662;;DEVELOPER III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
32672;;AGILE MASTER;Férias;5.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
